timestamp,open,high,low,close,volume,trade_count,vwap
2016-01-04 05:00:00+00:00,63.950000000000003,64.060000000000002,63.009999999999998,63.619999999999997,27827227,145804,63.431140999999997
2016-01-05 05:00:00+00:00,63.689999999999998,64.129999999999995,63.039999999999999,63.729999999999997,17591872,103027,63.511121000000003
2016-01-06 05:00:00+00:00,62.700000000000003,63.125,62.340000000000003,62.810000000000002,24407202,124497,62.743682999999997
2016-01-07 05:00:00+00:00,61.460000000000001,62,60.079999999999998,60.270000000000003,29310297,166584,60.84064
2016-01-08 05:00:00+00:00,61.130000000000003,61.270000000000003,58.850000000000001,58.920000000000002,24651311,135242,59.788955999999999
2016-01-11 05:00:00+00:00,58.840000000000003,59.219999999999999,58.039999999999999,58.829999999999998,22817923,134809,58.731243999999997
2016-01-12 05:00:00+00:00,59.450000000000003,59.560000000000002,58.100000000000001,58.960000000000001,25270274,139590,58.725828999999997
2016-01-13 05:00:00+00:00,59.460000000000001,59.674999999999997,56.909999999999997,57.340000000000003,30217716,194351,58.102967999999997
2016-01-14 05:00:00+00:00,58.159999999999997,59.380000000000003,57.289999999999999,58.200000000000003,33573741,192572,58.385024999999999
2016-01-15 05:00:00+00:00,56.469999999999999,57.57,56.219999999999999,57.039999999999999,41554946,221156,56.825240000000001
2016-01-19 05:00:00+00:00,57.729999999999997,57.969999999999999,56.509999999999998,57.009999999999998,24431201,149766,57.127220000000001
2016-01-20 05:00:00+00:00,55.630000000000003,56.18,54.659999999999997,55.509999999999998,36466432,222739,55.378650999999998
2016-01-21 05:00:00+00:00,55.740000000000002,56.520000000000003,55.060000000000002,55.25,36669282,179292,55.650320999999998
2016-01-22 05:00:00+00:00,56.439999999999998,57.159999999999997,56.299999999999997,56.950000000000003,24764161,133419,56.786012999999997
2016-01-25 05:00:00+00:00,56.479999999999997,56.850000000000001,55.600000000000001,55.659999999999997,22118832,139637,56.144900999999997
2016-01-26 05:00:00+00:00,55.850000000000001,57.149999999999999,55.810000000000002,57.079999999999998,19392731,107516,56.809359000000001
2016-01-27 05:00:00+00:00,57.100000000000001,58.2699,56.560000000000002,57.039999999999999,21426316,141369,57.318739000000001
2016-01-28 05:00:00+00:00,57.520000000000003,57.969999999999999,56.630000000000003,57.280000000000001,16677125,109380,57.280856999999997
2016-01-29 05:00:00+00:00,57.859999999999999,59.539999999999999,57.509999999999998,59.5,32348693,140585,58.807980999999998
2016-02-01 05:00:00+00:00,59.159999999999997,59.649999999999999,58.439999999999998,58.859999999999999,17857599,113520,58.888539000000002
2016-02-02 05:00:00+00:00,57.880000000000003,57.979999999999997,56.75,57.030000000000001,24152125,137045,57.134421000000003
2016-02-03 05:00:00+00:00,57.369999999999997,57.795000000000002,55.015000000000001,57.409999999999997,33165548,220738,56.534680999999999
2016-02-04 05:00:00+00:00,57.060000000000002,58.520000000000003,57.060000000000002,58.399999999999999,22461101,162630,58.025255999999999
2016-02-05 05:00:00+00:00,58.590000000000003,59.140000000000001,57.420000000000002,57.75,23193618,148801,58.014975
2016-02-08 05:00:00+00:00,56.689999999999998,56.920000000000002,55.534999999999997,56.539999999999999,31118661,178984,56.178172000000004
2016-02-09 05:00:00+00:00,55.289999999999999,56.689999999999998,55.130000000000003,56.200000000000003,28129371,178182,55.889149000000003
2016-02-10 05:00:00+00:00,56.57,57.409999999999997,55.469999999999999,55.520000000000003,23681132,148964,56.278025999999997
2016-02-11 05:00:00+00:00,53.909999999999997,53.909999999999997,52.5,53.07,47104421,272688,53.278176000000002
2016-02-12 05:00:00+00:00,55.689999999999998,57.57,55.170000000000002,57.490000000000002,39131472,210861,56.731627000000003
2016-02-16 05:00:00+00:00,58.229999999999997,58.600000000000001,57.640000000000001,58.350000000000001,27076385,140595,58.232889999999998
2016-02-17 05:00:00+00:00,58.850000000000001,59.25,58.3947,58.770000000000003,23586374,126268,58.808275000000002
2016-02-18 05:00:00+00:00,58.840000000000003,58.859999999999999,57.25,57.810000000000002,17907774,115875,57.858058999999997
2016-02-19 05:00:00+00:00,57.450000000000003,58.170000000000002,57.075000000000003,57.82,16361894,94605,57.728067000000003
2016-02-22 05:00:00+00:00,58.509999999999998,58.880000000000003,58.420000000000002,58.57,16155199,87337,58.610109999999999
2016-02-23 05:00:00+00:00,57.899999999999999,58.090000000000003,55.960000000000001,56.119999999999997,33640603,175720,56.438361
2016-02-24 05:00:00+00:00,55.200000000000003,56.210000000000001,54.325000000000003,56.140000000000001,26721161,153704,55.243868999999997
2016-02-25 05:00:00+00:00,56.130000000000003,57.030000000000001,56.039999999999999,57.009999999999998,15775282,93872,56.644376000000001
2016-02-26 05:00:00+00:00,57.640000000000001,58.109999999999999,57.140000000000001,57.539999999999999,22158852,126766,57.628734999999999
2016-02-29 05:00:00+00:00,57.409999999999997,57.604999999999997,56.289999999999999,56.299999999999997,21773410,103792,56.779806000000001
2016-03-01 05:00:00+00:00,56.759999999999998,59.200000000000003,56.670000000000002,59.200000000000003,25376529,140786,58.404685999999998
2016-03-02 05:00:00+00:00,59.200000000000003,59.899999999999999,58.960000000000001,59.759999999999998,21567990,126438,59.535086
2016-03-03 05:00:00+00:00,59.57,59.960000000000001,59.103000000000002,59.960000000000001,16844823,100103,59.660653000000003
2016-03-04 05:00:00+00:00,60.060000000000002,60.549999999999997,59.530999999999999,60.049999999999997,20038841,107025,60.077233999999997
