action_type,cusip,due_bill_redemption_date,ex_date,foreign,id,new_rate,old_rate,payable_date,process_date,rate,record_date,source_array,special,symbol
cash_dividend,136385101,,2023-12-07,True,d8fc1bc1-42d3-4f7f-a4e1-93de9c993f8c,,,2024-01-09,2024-01-05,0.636525,2023-12-08,cash_dividends,False,CNQ
cash_dividend,136385101,,2024-03-14,True,0995051c-9109-4754-b37c-7c526aa09814,,,2024-04-09,2024-04-05,0.656018,2024-03-15,cash_dividends,False,CNQ
cash_dividend,136385101,,2024-06-17,True,ec16a9b8-b6cd-4032-98a5-d2f16564b09f,,,2024-07-05,2024-07-05,0.326841,2024-06-17,cash_dividends,False,CNQ
cash_dividend,136385101,,2024-09-13,True,4622040f-53ed-41de-93bc-0b6ae87c058b,,,2024-10-04,2024-10-04,0.328397,2024-09-13,cash_dividends,False,CNQ
cash_dividend,136385101,,2024-12-13,True,719f7d63-3661-40cd-a876-57f48bb6aa61,,,2025-01-03,2025-01-03,0.330402,2024-12-13,cash_dividends,False,CNQ
cash_dividend,136385101,,2025-03-21,True,cc8dc482-d0c1-4492-a8ee-f77703f50b96,,,2025-04-04,2025-04-04,0.351275,2025-03-21,cash_dividends,False,CNQ
cash_dividend,136385101,,2025-06-13,True,7f5ffa67-8ad6-4f96-a221-9356528e4408,,,2025-07-03,2025-07-03,0.367767,2025-06-13,cash_dividends,False,CNQ
cash_dividend,136385101,,2025-09-19,True,95997ba0-eddb-4394-a3b2-6c08dabbef44,,,2025-10-03,2025-10-03,0.35764,2025-09-19,cash_dividends,False,CNQ
cash_dividend,136385101,,2025-12-12,True,6941311d-7b55-4be0-9a60-b4f3e1edf5fb,,,2026-01-06,2026-01-06,0.361822,2025-12-12,cash_dividends,False,CNQ
cash_dividend,136385101,,2026-03-20,True,92da2907-7ffd-48fd-9ff1-0b28359909e8,,,2026-04-07,2026-04-07,0.381785,2026-03-20,cash_dividends,False,CNQ
cash_dividend,136385101,,2026-06-23,True,abc84343-04e0-430d-91ee-02021601453d,,,2026-07-07,2026-07-07,0.374155,2026-06-23,cash_dividends,False,CNQ
forward_split,136385101,2024-06-11,2024-06-11,,33c91931-65de-4ff6-ad30-c76733f832b7,2.0,1.0,2024-06-10,2024-06-11,,2024-06-03,forward_splits,,CNQ
