action_type,ex_date,id,new_cusip,new_rate,old_cusip,old_rate,payable_date,process_date,record_date,source_array,symbol
reverse_split,2025-06-09,deeeb587-3160-4da3-a4a2-02712e624b5a,72581M404,1,72581M305,12,2025-06-09,2025-06-09,2025-06-09,reverse_splits,PXLW
