action_type,ex_date,id,new_cusip,new_rate,old_cusip,old_rate,process_date,source_array,symbol
reverse_split,2017-10-24,9c1c9fc5-3808-4078-965a-d6d91e65ad7a,,1,,10,2017-10-24,reverse_splits,VNCE
